quaternary,reserve_study,available__gra2_m3_a,recharge__gwr_m3_a,reserve__gwr_m3_a,abstracted__warms_m3_a,surplus__gra2_m3_a,surplus__gwr_m3_a
N30C,0,819 749,Unknown,Unknown,72 045,747 704,Unknown
N40A,0,908 943,Unknown,Unknown,12 045,896 898,Unknown
N40B,0,1 132 390,Unknown,Unknown,92 468,1 039 922,Unknown
N40C,0,1 131 870,Unknown,Unknown,54 600,1 077 270,Unknown
N40D,0,1 578 510,Unknown,Unknown,235 018,1 343 492,Unknown
N40E,0,302 392,Unknown,Unknown,10 605,291 787,Unknown
N40F,0,1 770 350,Unknown,Unknown,313 575,1 456 775,Unknown
P10A,1,447 487,2 000 000,260 000,53 194,394 293,1 686 806
P10B,1,1 863 060,7 320 000,1 550 000,139 712,1 723 348,5 630 288
P10C,1,271 519,1 500 000,150 000,63 988,207 531,1 286 012
P10D,1,1 427 890,3 690 000,420 000,431 802,996 088,2 838 198
P10E,1,1 340 730,9 000 000,420 000,1 143 158,197 572,7 436 842
P10F,0,1 985 610,Unknown,Unknown,38 263,1 947 347,Unknown
P10G,0,1 735 240,Unknown,Unknown,14 277,1 720 963,Unknown
P20A,1,2 614 510,15 100 000,2 650 000,944 052,1 670 458,11 505 948
P20B,0,2 343 410,Unknown,Unknown,2 765,2 340 645,Unknown
P30A,0,689 882,Unknown,Unknown,900,688 982,Unknown
P30B,0,2 013 260,Unknown,Unknown,44 263,1 968 997,Unknown
P30C,0,356 940,Unknown,Unknown,5 760,351 180,Unknown
P40A,0,1 231 930,Unknown,Unknown,91 075,1 140 855,Unknown
P40B,0,1 280 510,Unknown,Unknown,330,1 280 180,Unknown
P40C,1,2 319 970,7 660 000,880 000,476 369,1 843 601,6 303 631
P40D,1,1 839 150,5 470 000,1 780 000,123 811,1 715 339,3 566 189
Q11A,0,2 087 350,Unknown,Unknown,360 825,1 726 525,Unknown
Q11B,0,1 589 190,Unknown,Unknown,733 412,855 778,Unknown
Q11C,0,2 119 480,Unknown,Unknown,548 790,1 570 690,Unknown
Q11D,0,1 299 070,Unknown,Unknown,1 247 338,51 732,Unknown
Q12A,0,2 706 100,Unknown,Unknown,680 324,2 025 776,Unknown
Q12B,0,3 491 860,Unknown,Unknown,925 574,2 566 286,Unknown
Q12C,1,515 677,2 020 000,420 000,1 209 760,- 694 083,390 240
Q13A,1,1 972 530,6 250 000,200 000,1 292 857,679 673,4 757 143
Q13B,0,313 093,Unknown,Unknown,121 946,191 147,Unknown
Q13C,0,819 869,Unknown,Unknown,66 319,753 550,Unknown
Q14A,0,2 262 420,Unknown,Unknown,1 085 702,1 176 719,Unknown
Q14B,1,3 278 720,10 810 000,630 000,6 289 679,-3 010 959,3 890 321
Q14C,1,1 742 350,5 730 000,540 000,2 315 786,- 573 436,2 874 214
Q14D,0,1 226 460,Unknown,Unknown,719 804,506 656,Unknown
Q14E,1,1 184 350,6 910 000,260 000,177 408,1 006 942,6 472 592
Q21A,0,2 720 060,Unknown,Unknown,57 200,2 662 860,Unknown
Q21B,0,407 004,Unknown,Unknown,363 211,43 793,Unknown
Q22A,0,1 337 470,Unknown,Unknown,332 630,1 004 840,Unknown
Q22B,0,330 738,Unknown,Unknown,500 040,- 169 302,Unknown
Q30A,0,1 694 850,Unknown,Unknown,765 448,929 402,Unknown
Q30B,0,1 069 630,Unknown,Unknown,227 260,842 370,Unknown
Q30C,0,1 087 930,Unknown,Unknown,339 773,748 157,Unknown
Q30D,0,1 015 750,Unknown,Unknown,249 757,765 993,Unknown
Q30E,1,992 824,3 610 000,270 000,33 773,959 051,3 306 227
Q41A,0,3 179 590,Unknown,Unknown,459 921,2 719 669,Unknown
Q41B,0,4 371 280,Unknown,Unknown,836 524,3 534 756,Unknown
Q41C,0,2 303 260,Unknown,Unknown,589 279,1 713 981,Unknown
Q41D,0,1 644 440,Unknown,Unknown,99 920,1 544 520,Unknown
Q42A,0,2 907 230,Unknown,Unknown,107 477,2 799 753,Unknown
Q42B,0,2 501 440,Unknown,Unknown,308 392,2 193 048,Unknown
Q43A,0,3 629 140,Unknown,Unknown,743 625,2 885 515,Unknown
Q43B,1,4 124 440,6 500 000,130 000,468 379,3 656 061,5 901 621
Q44A,0,1 571 720,Unknown,Unknown,14 400,1 557 320,Unknown
Q44B,0,953 223,Unknown,Unknown,426 298,526 925,Unknown
Q44C,0,711 191,Unknown,Unknown,115 224,595 967,Unknown
Q50A,0,2 649 160,Unknown,Unknown,88 379,2 560 781,Unknown
Q50B,0,2 984 750,Unknown,Unknown,30 600,2 954 150,Unknown
Q50C,0,1 098 450,Unknown,Unknown,0,1 098 450,Unknown
Q60A,0,3 286 250,Unknown,Unknown,0,3 286 250,Unknown
Q60B,0,4 028 250,Unknown,Unknown,2 600,4 025 650,Unknown
Q60C,0,878 997,Unknown,Unknown,5 500,873 497,Unknown
Q70A,0,1 391 040,Unknown,Unknown,5 110,1 385 930,Unknown
Q70B,0,2 112 760,Unknown,Unknown,14 887,2 097 873,Unknown
Q70C,0,959 609,Unknown,Unknown,18 427,941 182,Unknown
Q80A,0,2 859 980,Unknown,Unknown,164 735,2 695 245,Unknown
Q80B,0,2 687 420,Unknown,Unknown,868 542,1 818 878,Unknown
Q80C,0,2 271 560,Unknown,Unknown,719 707,1 551 853,Unknown
Q80D,1,2 443 060,4 600 000,570 000,288 149,2 154 912,3 741 852
Q80E,0,1 587 250,Unknown,Unknown,0,1 587 250,Unknown
Q80F,0,2 893 810,Unknown,Unknown,302 867,2 590 943,Unknown
Q80G,0,861 825,Unknown,Unknown,62 500,799 325,Unknown
Q91A,0,1 818 830,Unknown,Unknown,3 000,1 815 830,Unknown
Q91B,0,2 029 830,Unknown,Unknown,4 586,2 025 244,Unknown
Q91C,1,1 560 920,3 030 000,420 000,0,1 560 920,2 610 000
Q92A,0,4 318 050,Unknown,Unknown,335 915,3 982 135,Unknown
Q92B,0,2 739 870,Unknown,Unknown,22 780,2 717 090,Unknown
Q92C,0,5 822 440,Unknown,Unknown,22 913,5 799 527,Unknown
Q92D,0,1 684 070,Unknown,Unknown,0,1 684 070,Unknown
Q92E,0,1 492 020,Unknown,Unknown,239 300,1 252 720,Unknown
Q92F,0,2 966 550,Unknown,Unknown,1 377 973,1 588 577,Unknown
Q92G,0,4 579 390,Unknown,Unknown,14 545,4 564 845,Unknown
Q93A,0,797 244,Unknown,Unknown,2 738,794 506,Unknown
Q93B,0,1 199 260,Unknown,Unknown,44 343,1 154 917,Unknown
Q93C,0,2 357 800,Unknown,Unknown,0,2 357 800,Unknown
Q93D,0,2 808 930,Unknown,Unknown,38 029,2 770 901,Unknown
Q94A,0,4 174 020,Unknown,Unknown,10 444,4 163 576,Unknown
Q94B,0,1 843 110,Unknown,Unknown,39 340,1 803 770,Unknown
Q94C,0,1 724 200,Unknown,Unknown,0,1 724 200,Unknown
Q94D,0,1 880 780,Unknown,Unknown,0,1 880 780,Unknown
Q94E,0,1 770 470,Unknown,Unknown,56 645,1 713 825,Unknown
Q94F,0,4 004 310,Unknown,Unknown,15 000,3 989 310,Unknown
R10A,0,2 639 890,Unknown,Unknown,324 120,2 315 770,Unknown
R10B,1,3 857 720,6 170 000,1 550 000,118 360,3 739 360,4 501 640
R10C,0,2 019 420,Unknown,Unknown,0,2 019 420,Unknown
R10D,0,1 817 850,Unknown,Unknown,2 190,1 815 660,Unknown
R10E,0,1 009 930,Unknown,Unknown,1 200,1 008 730,Unknown
R10F,0,1 438 230,Unknown,Unknown,14 600,1 423 630,Unknown
R10G,0,1 436 240,Unknown,Unknown,2 160,1 434 080,Unknown
R10H,1,1 087 950,6 750 000,1 740 000,0,1 087 950,5 010 000
R10J,0,778 912,Unknown,Unknown,0,778 912,Unknown
R10K,0,3 063 470,Unknown,Unknown,0,3 063 470,Unknown
R10L,0,2 125 110,Unknown,Unknown,0,2 125 110,Unknown
R10M,0,1 477 500,Unknown,Unknown,0,1 477 500,Unknown
R20A,0,3 165 700,Unknown,Unknown,383 647,2 782 053,Unknown
R20B,1,1 168 590,6 340 000,850 000,1 200,1 167 390,5 488 800
R20C,0,1 261 930,Unknown,Unknown,10,1 261 920,Unknown
R20D,1,1 508 890,10 550 000,1 910 000,0,1 508 890,8 640 000
R20E,0,1 695 220,Unknown,Unknown,186 206,1 509 014,Unknown
R20F,1,1 742 020,10 670 000,2 440 000,0,1 742 020,8 230 000
R20G,0,1 039 820,Unknown,Unknown,77 675,962 145,Unknown
R30A,0,7 173 280,Unknown,Unknown,3 220,7 170 060,Unknown
R30B,1,6 330 960,21 550 000,1 960 000,973 242,5 357 718,18 616 758
R30C,1,4 125 790,20 730 000,1 910 000,89 272,4 036 518,18 730 728
R30D,1,1 688 520,6 180 000,720 000,28 234,1 660 286,5 431 766
R30E,1,3 444 780,19 300 000,1 900 000,269 326,3 175 454,17 130 674
R30F,0,2 424 960,Unknown,Unknown,241 875,2 183 085,Unknown
R40A,1,3 085 060,13 620 000,1 370 000,646 546,2 438 514,11 603 454
R40B,0,2 157 360,Unknown,Unknown,587,2 156 773,Unknown
R40C,1,1 483 620,9 170 000,1 540 000,172 544,1 311 076,7 457 456
R50A,0,2 588 180,Unknown,Unknown,268 679,2 319 501,Unknown
R50B,0,2 047 610,Unknown,Unknown,465 010,1 582 600,Unknown
S10A,0,1 290 850,Unknown,Unknown,5 256,1 285 594,Unknown
S10B,0,2 802 770,Unknown,Unknown,167 086,2 635 684,Unknown
S10C,0,1 502 820,Unknown,Unknown,41 975,1 460 845,Unknown
S10D,0,2 574 170,Unknown,Unknown,130 670,2 443 500,Unknown
S10E,1,1 770 400,8 130 000,1 390 000,163 640,1 606 760,6 576 360
S10F,0,2 370 800,Unknown,Unknown,32 630,2 338 170,Unknown
S10G,0,3 130 520,Unknown,Unknown,61 660,3 068 860,Unknown
S10H,1,2 568 130,16 020 000,2 690 000,1 483 517,1 084 613,11 846 484
S10J,0,2 297 860,Unknown,Unknown,81 775,2 216 085,Unknown
S20A,0,1 277 510,Unknown,Unknown,12 410,1 265 100,Unknown
S20B,1,2 329 220,10 970 000,1 210 000,266 701,2 062 519,9 493 299
S20C,0,4 662 780,Unknown,Unknown,563 707,4 099 073,Unknown
S20D,1,2 787 840,10 500 000,1 830 000,1 580 473,1 207 367,7 089 527
S31A,0,846 821,Unknown,Unknown,214 762,632 059,Unknown
S31B,0,820 120,Unknown,Unknown,118 465,701 655,Unknown
S31C,1,750 936,12 360 000,770 000,445 790,305 146,11 144 210
S31D,0,1 489 160,Unknown,Unknown,78 480,1 410 680,Unknown
S31E,0,4 339 220,Unknown,Unknown,155 577,4 183 643,Unknown
S31F,0,1 217 560,Unknown,Unknown,519 711,697 849,Unknown
S31G,0,700 593,Unknown,Unknown,354 307,346 286,Unknown
S32A,0,2 945 690,Unknown,Unknown,0,2 945 690,Unknown
S32B,0,1 177 470,Unknown,Unknown,166 885,1 010 585,Unknown
S32C,1,3 021 890,14 920 000,1 030 000,230 558,2 791 332,13 659 442
S32D,0,3 678 110,Unknown,Unknown,5 556,3 672 554,Unknown
S32E,0,3 243 610,Unknown,Unknown,3 650,3 239 960,Unknown
S32F,0,2 949 190,Unknown,Unknown,42 340,2 906 850,Unknown
S32G,0,1 763 150,Unknown,Unknown,13 870,1 749 280,Unknown
S32H,0,1 102 130,Unknown,Unknown,54 295,1 047 835,Unknown
S32J,0,1 622 540,Unknown,Unknown,128 326,1 494 214,Unknown
S32K,0,1 736 750,Unknown,Unknown,220 920,1 515 830,Unknown
S32L,0,1 050 640,Unknown,Unknown,72 712,977 928,Unknown
S32M,0,3 480 380,Unknown,Unknown,0,3 480 380,Unknown
S40A,0,2 494 200,Unknown,Unknown,102 912,2 391 288,Unknown
S40B,0,3 240 230,Unknown,Unknown,0,3 240 230,Unknown
S40C,0,2 718 660,Unknown,Unknown,0,2 718 660,Unknown
S40D,0,1 045 240,Unknown,Unknown,0,1 045 240,Unknown
S40E,0,3 349 680,Unknown,Unknown,205 327,3 144 353,Unknown
S40F,0,2 226 380,Unknown,Unknown,5 475,2 220 905,Unknown
S50A,0,2 348 200,Unknown,Unknown,15 600,2 332 600,Unknown
S50B,0,4 527 000,Unknown,Unknown,0,4 527 000,Unknown
S50C,0,3 177 840,Unknown,Unknown,115 000,3 062 840,Unknown
S50D,0,4 693 340,Unknown,Unknown,655 015,4 038 325,Unknown
S50E,0,6 949 140,Unknown,Unknown,107 500,6 841 640,Unknown
S50F,0,993 411,Unknown,Unknown,21 024,972 387,Unknown
S50G,0,5 137 960,Unknown,Unknown,113 469,5 024 491,Unknown
S50H,0,3 118 970,Unknown,Unknown,137 908,2 981 062,Unknown
S50J,0,6 894 670,Unknown,Unknown,95 084,6 799 586,Unknown
S60A,0,7 411 650,Unknown,Unknown,31 717,7 379 933,Unknown
S60B,0,3 173 060,Unknown,Unknown,30 415,3 142 645,Unknown
S60C,0,1 534 920,Unknown,Unknown,29 900,1 505 020,Unknown
S60D,0,1 575 030,Unknown,Unknown,84 301,1 490 729,Unknown
S60E,0,1 761 400,Unknown,Unknown,0,1 761 400,Unknown
S70A,0,3 199 220,Unknown,Unknown,17 384,3 181 836,Unknown
S70B,0,3 013 170,Unknown,Unknown,10 000,3 003 170,Unknown
S70C,0,2 336 740,Unknown,Unknown,0,2 336 740,Unknown
S70D,0,5 849 600,Unknown,Unknown,44 150,5 805 450,Unknown
S70E,1,5 872 640,17 290 000,3 990 000,204 209,5 668 431,13 095 791
S70F,0,6 103 890,Unknown,Unknown,1 200,6 102 690,Unknown
T11A,0,3 621 830,Unknown,Unknown,71 214,3 550 616,Unknown
T11B,0,4 839 660,Unknown,Unknown,87 986,4 751 674,Unknown
T11C,0,6 808 320,Unknown,Unknown,380 418,6 427 902,Unknown
T11D,1,6 063 640,17 980 000,360 000,72 071,5 991 569,17 547 929
T11E,0,5 256 700,Unknown,Unknown,129 744,5 126 956,Unknown
T11F,1,5 768 540,16 030 000,430 000,158 769,5 609 771,15 441 231
T11G,1,4 116 050,16 940 000,350 000,30 042,4 086 008,16 559 958
T11H,0,2 862 990,Unknown,Unknown,0,2 862 990,Unknown
T12A,0,4 811 070,Unknown,Unknown,34 410,4 776 660,Unknown
T12B,0,2 689 170,Unknown,Unknown,0,2 689 170,Unknown
T12C,0,3 306 860,Unknown,Unknown,59 548,3 247 312,Unknown
T12D,0,3 661 220,Unknown,Unknown,104 812,3 556 408,Unknown
T12E,1,5 045 110,18 120 000,310 000,194 125,4 850 985,17 615 875
T12F,0,4 329 530,Unknown,Unknown,0,4 329 530,Unknown
T12G,0,2 920 040,Unknown,Unknown,83 585,2 836 455,Unknown
T13A,0,4 158 250,Unknown,Unknown,25 550,4 132 700,Unknown
T13B,1,3 628 280,12 560 000,370 000,514 437,3 113 843,11 675 563
T13C,1,4 328 750,14 000 000,250 000,0,4 328 750,13 750 000
T13D,0,8 893 660,Unknown,Unknown,6 307,8 887 353,Unknown
T13E,0,5 744 290,Unknown,Unknown,0,5 744 290,Unknown
T20A,0,17 952 800,Unknown,Unknown,8 695,17 944 105,Unknown
T20B,0,12 072 900,Unknown,Unknown,160 376,11 912 524,Unknown
T20C,0,5 746 860,Unknown,Unknown,113 072,5 633 788,Unknown
T20D,0,4 897 020,Unknown,Unknown,437 026,4 459 994,Unknown
T20E,0,5 793 100,Unknown,Unknown,5 000,5 788 100,Unknown
T20F,0,6 672 360,Unknown,Unknown,166 750,6 505 610,Unknown
T20G,0,7 820 460,Unknown,Unknown,0,7 820 460,Unknown
T31A,0,4 355 490,Unknown,Unknown,0,4 355 490,Unknown
T31B,0,5 259 200,Unknown,Unknown,17 140,5 242 060,Unknown
T31C,1,4 922 620,15 250 000,530 000,641 560,4 281 060,14 078 440
T31D,0,5 422 210,Unknown,Unknown,207 355,5 214 855,Unknown
T31E,0,7 135 660,Unknown,Unknown,4 562,7 131 098,Unknown
T31F,0,7 155 000,Unknown,Unknown,3 153 199,4 001 801,Unknown
T31G,0,3 133 850,Unknown,Unknown,73 500,3 060 350,Unknown
T31H,0,9 366 210,Unknown,Unknown,427 292,8 938 918,Unknown
T31J,0,7 252 630,Unknown,Unknown,72 239,7 180 391,Unknown
T32A,1,5 704 160,20 230 000,480 000,1 007 001,4 697 159,18 742 999
T32B,1,4 851 990,17 860 000,530 000,409 332,4 442 658,16 920 668
T32C,0,5 701 130,Unknown,Unknown,77 799,5 623 331,Unknown
T32D,0,4 489 160,Unknown,Unknown,203 528,4 285 632,Unknown
T32E,1,7 402 840,22 260 000,470 000,1 150 113,6 252 727,20 639 887
T32F,0,7 173 870,Unknown,Unknown,538 330,6 635 540,Unknown
T32G,0,12 338 700,Unknown,Unknown,265 279,12 073 421,Unknown
T32H,0,11 771 600,Unknown,Unknown,409 316,11 362 284,Unknown
T33A,1,8 540 260,33 270 000,17 150 000,3 232 821,5 307 439,12 887 179
T33B,0,6 950 950,Unknown,Unknown,4 198,6 946 752,Unknown
T33C,0,4 713 430,Unknown,Unknown,99 215,4 614 215,Unknown
T33D,1,4 792 870,18 800 000,520 000,1 622 546,3 170 324,16 657 454
T33E,0,3 352 480,Unknown,Unknown,170 176,3 182 304,Unknown
T33F,0,7 315 330,Unknown,Unknown,1 351 160,5 964 170,Unknown
T33G,0,6 804 190,Unknown,Unknown,1 109 484,5 694 706,Unknown
T33H,1,5 470 930,30 060 000,740 000,917 448,4 553 482,28 402 552
T33J,1,4 781 410,25 590 000,530 000,99 315,4 682 095,24 960 685
T33K,0,2 972 200,Unknown,Unknown,67 650,2 904 550,Unknown
T34A,0,5 878 380,Unknown,Unknown,0,5 878 380,Unknown
T34B,0,5 293 800,Unknown,Unknown,18 980,5 274 820,Unknown
T34C,0,5 022 380,Unknown,Unknown,96 907,4 925 473,Unknown
T34D,0,7 628 290,Unknown,Unknown,136 567,7 491 723,Unknown
T34E,0,6 321 610,Unknown,Unknown,0,6 321 610,Unknown
T34F,0,5 768 750,Unknown,Unknown,17 042,5 751 708,Unknown
T34G,0,9 137 040,Unknown,Unknown,207 813,8 929 227,Unknown
T34H,0,15 111 300,Unknown,Unknown,365 029,14 746 271,Unknown
T34J,0,2 621 490,Unknown,Unknown,84 456,2 537 034,Unknown
T34K,0,3 288 140,Unknown,Unknown,79 515,3 208 625,Unknown
T35A,0,12 557 200,Unknown,Unknown,0,12 557 200,Unknown
T35B,0,10 973 900,Unknown,Unknown,21 900,10 952 000,Unknown
T35C,0,8 702 080,Unknown,Unknown,11 177,8 690 903,Unknown
T35D,0,7 538 020,Unknown,Unknown,16 252,7 521 768,Unknown
T35E,0,15 211 400,Unknown,Unknown,79 934,15 131 466,Unknown
T35F,0,8 008 770,Unknown,Unknown,93 460,7 915 310,Unknown
T35G,0,10 563 300,Unknown,Unknown,164 800,10 398 500,Unknown
T35H,0,13 454 800,Unknown,Unknown,225 716,13 229 084,Unknown
T35J,0,6 632 100,Unknown,Unknown,356 134,6 275 966,Unknown
T35K,0,14 739 000,Unknown,Unknown,1 075 739,13 663 261,Unknown
T35L,1,4 521 760,19 810 000,400 000,39 795,4 481 965,19 370 205
T35M,1,5 609 470,17 740 000,380 000,122 225,5 487 245,17 237 775
T36A,0,12 949 800,Unknown,Unknown,0,12 949 800,Unknown
T36B,0,12 782 400,Unknown,Unknown,0,12 782 400,Unknown
T60A,0,13 698 300,Unknown,Unknown,200 828,13 497 472,Unknown
T60B,0,16 746 500,Unknown,Unknown,47 384,16 699 116,Unknown
T60C,0,12 767 500,Unknown,Unknown,20 040,12 747 460,Unknown
T60D,0,10 255 600,Unknown,Unknown,314 639,9 940 961,Unknown
T60E,0,6 054 990,Unknown,Unknown,104 921,5 950 069,Unknown
T60F,1,16 915 600,44 000 000,10 640 000,196 220,16 719 380,33 163 780
T60G,0,13 529 100,Unknown,Unknown,12 947,13 516 153,Unknown
T60H,0,15 540 200,Unknown,Unknown,26 700,15 513 500,Unknown
T60J,1,14 810 100,48 480 000,15 170 000,0,14 810 100,33 310 000
T60K,0,13 429 600,Unknown,Unknown,0,13 429 600,Unknown
T70A,0,6 213 070,Unknown,Unknown,15 000,6 198 070,Unknown
T70B,1,10 720 900,18 000 000,9 000 000,71 802,10 649 098,8 928 198
T70C,1,6 542 280,22 170 000,5 080 000,500,6 541 780,17 089 500
T70D,1,15 518 600,51 480 000,14 720 000,0,15 518 600,36 760 000
T70E,0,3 860 130,Unknown,Unknown,38 000,3 822 130,Unknown
T70F,0,8 091 210,Unknown,Unknown,0,8 091 210,Unknown
T70G,1,9 026 830,32 040 000,7 120 000,95 555,8 931 275,24 824 445
T80A,1,9 252 290,28 710 000,7 410 000,0,9 252 290,21 300 000
T80B,0,8 288 950,Unknown,Unknown,0,8 288 950,Unknown
T80C,0,6 507 880,Unknown,Unknown,40 000,6 467 880,Unknown
T80D,1,10 903 900,32 800 000,8 500 000,55 552,10 848 348,24 244 448
T90A,1,4 244 750,15 000 000,3 700 000,126 999,4 117 751,11 173 001
T90B,0,13 141 400,Unknown,Unknown,0,13 141 400,Unknown
T90C,0,7 365 440,Unknown,Unknown,0,7 365 440,Unknown
T90D,0,5 610 340,Unknown,Unknown,600,5 609 740,Unknown
T90E,0,7 788 200,Unknown,Unknown,0,7 788 200,Unknown
T90F,1,7 568 790,18 000 000,8 000 000,4 560,7 564 230,9 995 440
T90G,1,9 689 080,23 000 000,8 650 000,810 086,8 878 994,13 539 914
B11A,1,4 936 420,33 040 000,4 190 000,4 045 079,891 341,24 804 921
B11B,1,3 444 940,14 960 000,1 070 000,6 061 175,-2 616 235,7 828 825
B11C,1,1 507 130,12 960 000,1 650 000,359 521,1 147 609,10 950 479
B11D,1,2 588 130,18 500 000,2 170 000,1 189 104,1 399 026,15 140 896
B11E,1,2 885 570,15 920 000,1 810 000,77 676 012,-74 790 442,-63 566 012
B11F,1,3 248 710,14 810 000,770 000,60 990 189,-57 741 479,-46 950 189
B11G,1,3 060 870,12 740 000,650 000,7 199 277,-4 138 407,4 890 723
B11H,1,2 175 040,8 550 000,980 000,721 737,1 453 303,6 848 263
B11J,1,1 195 980,9 180 000,1 660 000,408 724,787 256,7 111 276
B11K,1,1 646 460,12 930 000,1 480 000,24 883 790,-23 237 330,-13 433 790
B11L,1,1 155 920,8 370 000,4 610 000,49 943,1 105 977,3 710 057
B12A,1,2 988 890,13 670 000,1 910 000,404 237,2 584 653,11 355 763
B12B,1,6 348 250,22 950 000,1 110 000,5 473 337,874 913,16 366 663
B12C,1,4 741 920,29 430 000,1 830 000,2 160 282,2 581 638,25 439 718
B12D,1,3 088 970,12 730 000,4 990 000,407 883,2 681 087,7 332 117
B12E,1,1 966 330,15 180 000,9 900 000,44 666,1 921 664,5 235 334
B20A,1,4 380 400,22 710 000,2 830 000,15 120 355,-10 739 955,4 759 645
B20B,1,5 169 820,19 120 000,1 320 000,13 364 858,-8 195 038,4 435 142
B20C,1,7 392 070,12 280 000,4 740 000,2 181 056,5 211 014,5 358 944
B20D,1,8 510 440,16 260 000,4 200 000,3 296 361,5 214 079,8 763 639
B20E,1,3 966 810,20 370 000,2 480 000,2 916 284,1 050 526,14 973 716
B20F,1,6 300 250,16 810 000,2 250 000,2 611 212,3 689 038,11 948 788
B20G,1,2 567 750,17 480 000,5 170 000,6 159 063,-3 591 313,6 150 937
B20H,1,2 446 690,18 870 000,10 760 000,911 830,1 534 860,7 198 170
B20J,1,1 739 990,14 170 000,7 390 000,976 082,763 909,5 803 919
B31A,1,4 703 680,13 080 000,1 490 000,3 242 366,1 461 314,8 347 634
B31B,1,2 185 950,12 320 000,2 830 000,2 155 984,29 966,7 334 016
B31C,1,472 452,11 340 000,2 270 000,98 914,373 538,8 971 086
B31D,1,1 005 110,16 710 000,2 580 000,1 784 951,- 779 841,12 345 049
B31E,1,7 621 700,19 420 000,1 650 000,12 561 916,-4 940 216,5 208 084
B31F,1,4 137 750,16 280 000,430 000,69 519,4 068 231,15 780 481
B31G,1,2 753 400,13 080 000,2 850 000,13 650,2 739 750,10 216 350
B31H,1,2 872 950,17 580 000,4 640 000,829 541,2 043 409,12 110 459
B31J,1,5 514 210,15 500 000,1 040 000,21 440 167,-15 925 957,-6 980 167
B32A,1,3 467 840,44 280 000,15 700 000,346 558,3 121 282,28 233 442
B32B,1,3 811 700,34 260 000,4 040 000,211 805,3 599 895,30 008 195
B32C,1,2 978 950,16 080 000,4 510 000,2 169 846,809 104,9 400 154
B32D,1,3 924 800,27 750 000,2 070 000,6 344 142,-2 419 342,19 335 858
B32E,1,1 891 280,10 870 000,900 000,48 888,1 842 392,9 921 112
B32F,1,6 294 770,35 160 000,960 000,632 685,5 662 085,33 567 315
B32G,1,9 301 560,30 920 000,8 690 000,1 258 072,8 043 488,20 971 928
B32H,1,3 850 610,21 150 000,4 480 000,2 452 507,1 398 103,14 217 493
B32J,1,2 538 500,9 510 000,490 000,1 232 546,1 305 954,7 787 454
B41A,1,5 463 300,4 370 000,6 300 000,888 524,4 574 776,-2 818 524
B41B,1,4 535 180,43 870 000,12 200 000,990 734,3 544 446,30 679 266
B41C,1,968 577,16 800 000,6 310 000,1 400 922,- 432 345,9 089 078
B41D,1,3 342 400,21 000 000,5 120 000,171 723,3 170 677,15 708 277
B41E,1,2 078 940,11 690 000,270 000,99 800,1 979 140,11 320 200
B41F,1,1 451 720,20 540 000,7 930 000,900,1 450 820,12 609 100
B41G,1,1 723 170,23 000 000,6 500 000,14 048 067,-12 324 897,2 451 933
B41H,1,4 329 280,20 400 000,650 000,2 522 889,1 806 391,17 227 111
B41J,1,5 825 930,33 050 000,1 480 000,15 283 804,-9 457 874,16 286 196
B41K,1,6 832 910,31 810 000,700 000,69 635,6 763 275,31 040 365
B42A,1,2 374 460,19 720 000,15 430 000,299 311,2 075 149,3 990 689
B42B,1,3 049 080,15 030 000,12 970 000,74 337,2 974 743,1 985 663
B42C,1,1 800 120,9 570 000,1 420 000,647 427,1 152 693,7 502 573
B42D,1,3 476 990,12 390 000,11 440 000,156,3 476 834,949 844
B42E,1,2 033 760,11 420 000,1 260 000,287 300,1 746 460,9 872 700
B42F,1,1 224 600,16 370 000,12 430 000,165 823,1 058 777,3 774 177
B42G,1,3 515 350,17 680 000,2 140 000,1 453 644,2 061 706,14 086 356
B42H,1,4 594 100,19 500 000,600 000,615 980,3 978 120,18 284 020
B51A,1,1 951 860,7 680 000,570 000,54 209,1 897 651,7 055 791
B51B,1,3 312 600,13 660 000,560 000,66 758,3 245 842,13 033 242
B51C,1,3 014 850,13 500 000,520 000,2 250,3 012 600,12 977 750
B51E,1,5 307 100,52 810 000,1 900 000,18 387 219,-13 080 119,32 522 781
B51F,1,4 576 840,9 050 000,80 000,2 048 847,2 527 993,6 921 153
B51G,1,267 900,11 100 000,1 330 000,9 394 032,-9 126 132,375 968
B51H,1,4 269 910,16 280 000,1 010 000,125 632,4 144 278,15 144 368
B52A,1,1 524 840,11 810 000,650 000,119 270,1 405 570,11 040 730
B52B,1,4 148 210,13 990 000,1 180 000,757 351,3 390 859,12 052 649
B52C,0,2 508 830,Unknown,Unknown,50 245,2 458 585,Unknown
B52D,1,1 386 940,9 200 000,630 000,6 367 995,-4 981 055,2 202 005
B52E,1,2 855 440,9 720 000,390 000,1 382 964,1 472 476,7 947 036
B52F,1,1 543 510,2 640 000,90 000,25 611,1 517 899,2 524 389
B52G,1,1 895 950,9 260 000,560 000,133 730,1 762 220,8 566 270
B52H,1,8 583 830,14 870 000,830 000,112 647,8 471 183,13 927 353
B52J,1,3 386 410,12 120 000,460 000,11 754 677,-8 368 267,-94 677
B60A,1,15 932 700,22 220 000,48 140 000,8 748,15 923 952,-25 928 748
B60B,1,17 806 700,29 610 000,56 920 000,0,17 806 700,-27 310 000
B60C,1,7 202 100,9 640 000,22 430 000,0,7 202 100,-12 790 000
